,id,player_name,nationality,field_position,position,weight(kg),height(cm),age,team_id,minutes_played,matches_appareance,goals,assists,distance_covered(km/h),top_speed,player_image
444,250127239,Matteo Ruggeri,Italy,Defender,,,,22,52816,101,2,0,0,12.11,29.52,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127239.jpg
445,250088320,Ferran Torres,Spain,Forward,WINGER,,,24,50080,101,2,0,0,11.99,32.03,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250088320.jpg
446,250113142,Jérémy Doku,Belgium,Midfielder,STRIKER,,,22,52919,100,2,0,1,11.24,33.17,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113142.jpg
447,250133390,Bruno Duarte,Brazil,Forward,STRIKER,,,28,50069,99,3,0,0,10.01,31.84,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250133390.jpg
448,250115487,Danylo Sikan,Ukraine,Forward,STRIKER,,,23,52707,99,2,0,0,10.85,31.67,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250115487.jpg
449,250200231,Maximiliano Araújo,Uruguay,Midfielder,,,,24,50149,98,3,0,1,12.58,32.94,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250200231.jpg
450,250099459,Martin Terrier,France,Forward,WINGER,,,27,50109,97,3,0,0,13.55,31.4,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250099459.jpg
451,250080471,Diogo Jota,Portugal,Forward,STRIKER,70.0,178.0,27,7889,97,2,0,0,12.54,31.8,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250080471.jpg
452,250132322,Bremer,Brazil,Defender,UNKNOWN,,,27,50139,96,2,0,0,11.15,31.5,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132322.jpg
453,250128468,António Silva,Portugal,Defender,UNKNOWN,,,21,50147,94,2,0,0,10.99,31.57,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250128468.jpg
454,250066747,Manuel Locatelli,Italy,Midfielder,DEFENSIVE_MIDFIELDER,,,26,50139,93,2,0,0,12.8,29.07,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250066747.jpg
455,250134728,Alejandro Francés,Spain,Defender,,,,22,2602798,92,2,0,0,11.67,32.73,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250134728.jpg
456,250065413,Konrad Laimer,Austria,Midfielder,CENTRAL_MIDFIELDER,,179.0,27,50037,92,2,0,0,11.34,32.26,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250065413.jpg
457,250146610,Osame Sahraoui,Norway,Midfielder,,,,23,75797,91,3,0,0,13.6,31.18,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250146610.jpg
458,250055110,Patrik Schick,Czechia,Forward,STRIKER,73.0,186.0,28,50109,91,2,0,0,12.31,32.95,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250055110.jpg
459,250192048,Chris Führich,Germany,Midfielder,,,,26,50107,91,2,0,0,10.95,30.99,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250192048.jpg
460,250188225,George Ilenikhena,Nigeria,Forward,UNKNOWN,,,18,50023,90,3,1,0,10.38,32.07,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250188225.jpg
461,250110894,Pierre Lees-Melou,France,Midfielder,WINGER,,,31,2601306,90,1,1,0,12.28,32.25,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250110894.jpg
462,250197796,Juanpe,Spain,Defender,,,,33,2602798,90,1,1,0,10.55,29.62,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250197796.jpg
463,250057117,Jonas Hofmann,Germany,Midfielder,WINGER,70.0,176.0,32,50109,90,1,0,1,12.91,31.11,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250057117.jpg
464,250129343,Maurits Kjærgaard,Denmark,Midfielder,UNKNOWN,,,21,50030,90,1,0,0,12.45,31.14,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250129343.jpg
465,1906768,Oriol Romeu,Spain,Midfielder,DEFENSIVE_MIDFIELDER,75.0,183.0,33,2602798,90,1,0,0,12.18,29.33,https://img.uefa.com/imgml/TP/players/1/2025/324x324/1906768.jpg
466,250082664,Rodri,Spain,Midfielder,DEFENSIVE_MIDFIELDER,,,28,52919,90,1,0,0,12.0,31.66,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250082664.jpg
467,250054969,Jon Gorenc Stanković,Slovenia,Midfielder,UNKNOWN,,,28,50111,90,1,0,0,11.6,27.72,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250054969.jpg
468,250019346,Loris Benito,Switzerland,Defender,FULL_BACK,80.0,184.0,32,50031,90,1,0,0,11.5,28.45,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250019346.jpg
469,250052849,Mirko Ivanić,Montenegro,Midfielder,ATTACKING_MIDFIELDER,,,31,50069,90,1,0,0,11.02,31.85,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250052849.jpg
470,250115948,Strahinja Pavlović,Serbia,Defender,CENTRE_BACK,,,23,50058,90,1,0,0,10.8,33.27,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250115948.jpg
471,250186123,Julien Le Cardinal,France,Defender,,,,27,2601306,90,1,0,0,10.43,29.03,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250186123.jpg
472,250073778,Samy Mmaee,Morocco,Defender,CENTRE_BACK,,180.0,28,50164,90,1,0,0,10.42,28.15,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250073778.jpg
473,250177879,Santiago Giménez,Mexico,Forward,UNKNOWN,,,23,52749,90,1,0,0,10.38,30.19,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177879.jpg
474,250112513,Robin Le Normand,Spain,Defender,CENTRE_BACK,,,27,50124,90,1,0,0,10.37,29.63,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112513.jpg
475,250194564,Juan Cabal,Colombia,Defender,,,,23,50139,90,1,0,0,10.3,32.86,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250194564.jpg
476,250055149,Asger Sørensen,Denmark,Defender,CENTRE_BACK,,190.0,28,50033,90,1,0,0,9.42,29.06,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250055149.jpg
477,250090101,Matvei Safonov,Russia,Goalkeeper,GOALKEEPER,,,25,52747,90,1,0,0,6.02,23.96,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250090101.jpg
478,250087877,Radosław Majecki,Poland,Goalkeeper,GOALKEEPER,,,24,50023,90,1,0,0,5.81,28.32,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250087877.jpg
479,250077750,Caoimhin Kelleher,Republic of Ireland,Goalkeeper,,,,25,7889,90,1,0,0,5.66,25.4,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250077750.jpg
480,250081931,Joël Drommel,Netherlands,Goalkeeper,,,,27,50062,90,1,0,0,5.53,24.46,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250081931.jpg
481,250138250,Marvin Keller,Switzerland,Goalkeeper,,,,22,50031,90,1,0,0,5.5,22.2,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250138250.jpg
482,250117491,Matěj Kovář,Czechia,Goalkeeper,GOALKEEPER,,,24,50109,90,1,0,0,5.44,22.15,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250117491.jpg
483,250089824,Andriy Lunin,Ukraine,Goalkeeper,GOALKEEPER,,,25,50051,90,1,0,0,5.13,20.34,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250089824.jpg
484,250007631,Marc-André ter Stegen,Germany,Goalkeeper,GOALKEEPER,85.0,187.0,32,50080,90,1,0,0,5.11,24.12,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250007631.jpg
485,250079112,Marko Ilić,Serbia,Goalkeeper,UNKNOWN,,,26,50069,90,1,0,0,4.94,20.63,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250079112.jpg
486,250073809,Ederson,Brazil,Goalkeeper,UNKNOWN,81.0,188.0,31,52919,90,1,0,0,4.7,27.32,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250073809.jpg
487,250089688,Vanja Drkušić,Slovenia,Defender,UNKNOWN,,,25,50069,89,1,0,0,9.16,31.36,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250089688.jpg
488,250066157,Andy Robertson,Scotland,Defender,UNKNOWN,,,30,7889,87,2,0,0,10.94,32.24,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250066157.jpg
489,250198114,Ngal'Ayel Mukau,Belgium,Midfielder,UNKNOWN,,,20,75797,87,1,0,0,10.66,27.85,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250198114.jpg
490,250121552,Romain Faivre,France,Midfielder,UNKNOWN,,,26,2601306,86,3,0,0,11.4,30.8,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250121552.jpg
491,250146926,Randal Kolo Muani,France,Forward,UNKNOWN,,,25,52747,86,3,0,0,11.12,30.91,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250146926.jpg
492,250128270,Eduardo Camavinga,France,Midfielder,DEFENSIVE_MIDFIELDER,,,21,50051,86,2,0,0,10.9,30.26,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250128270.jpg
493,250064273,Cédric Itten,Switzerland,Forward,STRIKER,,,27,50031,85,3,0,0,10.79,30.28,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250064273.jpg
494,250113947,Łukasz Łakomy,Poland,Midfielder,,,,23,50031,85,2,0,0,12.14,28.79,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113947.jpg
495,1905643,Juraj Kucka,Slovakia,Midfielder,DEFENSIVE_MIDFIELDER,86.0,186.0,37,52797,85,1,0,0,10.42,31.62,https://img.uefa.com/imgml/TP/players/1/2025/324x324/1905643.jpg
496,250094540,Cameron Carter-Vickers,USA,Defender,CENTRE_BACK,,186.0,26,50050,85,1,0,0,8.61,31.88,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250094540.jpg
497,250063617,Jordan Amavi,France,Defender,FULL_BACK,,,30,2601306,84,1,0,0,9.39,32.29,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250063617.jpg
498,250067629,Tammy Abraham,England,Forward,UNKNOWN,,,27,50058,83,2,0,0,9.79,33.26,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250067629.jpg
499,250132810,Odilon Kossounou,Ivory Coast,Defender,CENTRE_BACK,,,23,52816,83,1,0,0,9.8,33.22,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132810.jpg
500,250138928,Exequiel Palacios,Argentina,Midfielder,CENTRAL_MIDFIELDER,,,26,50109,82,3,0,0,11.59,28.47,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250138928.jpg
501,250003318,Thomas Müller,Germany,Forward,WINGER,74.0,186.0,35,50037,82,2,0,1,10.75,31.73,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250003318.jpg
502,250089719,Aleksa Terzić,Serbia,Defender,UNKNOWN,,,25,50030,82,1,0,0,9.68,31.79,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250089719.jpg
503,250137525,Nicolás González,Argentina,Forward,UNKNOWN,,,26,50139,81,2,1,1,9.7,33.33,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250137525.jpg
504,250118281,Lautaro Martínez,Argentina,Forward,STRIKER,,,27,50138,80,3,1,0,9.44,29.92,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250118281.jpg
505,250117406,Paulo Bernardo,Portugal,Midfielder,CENTRAL_MIDFIELDER,,,22,50050,80,3,0,0,10.86,30.9,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250117406.jpg
506,250068805,Marcus Thuram,France,Forward,WINGER,,,27,50138,79,2,1,0,9.84,32.62,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250068805.jpg
507,250193518,Marlon Gomes,Brazil,Midfielder,,,,20,52707,78,3,0,0,10.83,31.92,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250193518.jpg
508,250132886,Cheikh Niasse,France,Midfielder,DEFENSIVE_MIDFIELDER,,,24,50031,77,2,0,0,9.69,31.46,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132886.jpg
509,250178782,Leandro Morgalla,Germany,Defender,UNKNOWN,,,20,50030,77,1,0,0,8.96,30.32,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250178782.jpg
510,250186923,Javier Galán,Spain,Defender,UNKNOWN,,,29,50124,77,1,0,0,8.61,30.14,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250186923.jpg
511,250063984,Leroy Sané,Germany,Midfielder,WINGER,75.0,183.0,28,50037,76,3,1,0,9.49,33.83,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250063984.jpg
512,1902685,Taras Stepanenko,Ukraine,Midfielder,DEFENSIVE_MIDFIELDER,75.0,181.0,35,52707,75,2,0,0,10.53,28.97,https://img.uefa.com/imgml/TP/players/1/2025/324x324/1902685.jpg
513,250067295,João Palhinha,Portugal,Midfielder,DEFENSIVE_MIDFIELDER,,189.0,29,50037,75,2,0,0,10.45,30.13,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250067295.jpg
514,250193531,Benjamin Rollheiser,Argentina,Forward,,,,24,50147,75,2,0,0,10.12,31.13,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250193531.jpg
515,250054949,Kingsley Coman,France,Forward,WINGER,71.0,178.0,28,50037,75,2,0,0,9.47,33.39,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250054949.jpg
516,103806,Matteo Darmian,Italy,Defender,FULL_BACK,70.0,182.0,34,50138,75,1,0,0,9.09,33.07,https://img.uefa.com/imgml/TP/players/1/2025/324x324/103806.jpg
517,250174849,Ramiz Zerrouki,Algeria,Midfielder,UNKNOWN,,,26,52749,74,2,0,0,9.91,28.03,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250174849.jpg
518,250027008,Nathan Aké,Netherlands,Defender,UNKNOWN,75.0,180.0,29,52919,74,1,0,0,8.31,30.81,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250027008.jpg
519,250090809,Tomáš Wiesner,Czechia,Defender,FULL_BACK,,,27,50033,73,2,0,0,9.16,32.04,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250090809.jpg
520,250121329,Nordi Mukiele,France,Defender,FULL_BACK,,,27,50109,73,1,0,0,8.91,32.09,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250121329.jpg
521,250142158,Ermal Krasniqi,Kosovo,Midfielder,UNKNOWN,,,26,50033,72,3,0,0,9.94,30.87,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250142158.jpg
522,250080572,Mikel Merino,Spain,Midfielder,CENTRAL_MIDFIELDER,,,28,52280,71,2,0,0,10.58,29.17,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250080572.jpg
523,250187671,Newertton,Brazil,Midfielder,UNKNOWN,,,19,52707,70,2,0,0,10.4,31.58,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250187671.jpg
524,250193506,Amady Camara,Mali,Forward,,,,19,50111,70,2,0,0,9.66,34.11,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250193506.jpg
525,250168465,Lovro Zvonarek,Croatia,Midfielder,UNKNOWN,,,19,50111,69,3,0,0,10.84,30.9,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250168465.jpg
526,250058044,Davide Calabria,Italy,Defender,FULL_BACK,,,27,50058,69,1,0,0,8.09,32.23,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250058044.jpg
527,250194573,Endrick,Brazil,Forward,,,,18,50051,67,2,1,0,8.66,33.29,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250194573.jpg
528,250015966,Juan Cuadrado,Colombia,Midfielder,UNKNOWN,66.0,176.0,36,52816,66,3,0,0,8.92,30.54,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250015966.jpg
529,250118797,Folarin Balogun,USA,Forward,STRIKER,,,23,50023,66,2,0,0,7.78,32.86,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250118797.jpg
530,250055899,Alexander Schlager,Austria,Goalkeeper,GOALKEEPER,,,28,50030,66,1,0,0,3.92,22.91,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250055899.jpg
531,250077453,Nathan Tella,Nigeria,Forward,UNKNOWN,,,25,50109,65,2,0,0,8.88,33.51,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250077453.jpg
532,250105686,Michał Skóraś,Poland,Forward,WINGER,,,24,50043,65,2,0,0,8.78,33.5,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250105686.jpg
533,250163731,Yan Couto,Brazil,Defender,UNKNOWN,,,22,52758,65,2,0,0,7.63,32.15,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250163731.jpg
534,250197958,Mohamed Bayo,Rep of Guinea,Forward,,,,26,75797,65,1,0,0,8.82,31.83,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250197958.jpg
535,250090719,Gustaf Nilsson,Sweden,Forward,UNKNOWN,,,27,50043,65,1,0,0,8.35,30.87,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250090719.jpg
536,250138985,Kyriani Sabbe,Belgium,Defender,UNKNOWN,,,19,50043,63,2,1,0,8.19,31.95,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250138985.jpg
537,250107324,Nicolò Zaniolo,Italy,Forward,ATTACKING_MIDFIELDER,,,25,52816,62,3,0,0,8.9,31.28,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250107324.jpg
538,250042632,Marko Pjaca,Croatia,Forward,WINGER,81.0,186.0,29,50164,62,1,0,1,7.31,31.15,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250042632.jpg
539,250101313,Rodrigo Riquelme,Spain,Midfielder,UNKNOWN,,,24,50124,62,1,0,0,8.09,32.54,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101313.jpg
540,250105890,Joey Veerman,Netherlands,Midfielder,UNKNOWN,,,25,50062,62,1,0,0,8.06,27.82,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250105890.jpg
541,250063957,Pascal Stenzel,Germany,Defender,UNKNOWN,,,28,50107,62,1,0,0,7.68,28.86,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250063957.jpg
542,250080570,Marco Asensio,Spain,Forward,ATTACKING_MIDFIELDER,70.0,178.0,28,52747,61,2,0,0,7.97,30.78,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250080570.jpg
543,250164780,Fermín López,Spain,Forward,CENTRAL_MIDFIELDER,,,21,50080,61,1,0,2,8.47,31.81,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250164780.jpg
544,250091175,Fran García,Spain,Defender,FULL_BACK,,,25,50051,60,2,0,0,8.26,33.27,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250091175.jpg
545,250097337,Luka Ilić,Serbia,Midfielder,CENTRAL_MIDFIELDER,,,25,50069,59,3,0,0,7.82,31.33,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250097337.jpg
546,250117415,Eduardo Quaresma,Portugal,Defender,CENTRE_BACK,,,22,50149,59,1,0,0,7.5,31.66,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250117415.jpg
547,250144297,El Bilal Touré,Mali,Forward,,,,23,50107,58,3,1,0,8.61,31.99,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250144297.jpg
548,250141610,Meschack Elia,DR Congo,Forward,STRIKER,,,27,50031,58,2,0,0,7.85,33.41,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250141610.jpg
549,250162865,Zeki Amdouni,Switzerland,Forward,UNKNOWN,,,23,50147,57,3,0,0,8.53,33.85,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250162865.jpg
550,250177423,Moussa Yeo,Mali,Midfielder,,,,20,50030,57,1,0,0,7.41,30.88,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177423.jpg
551,250123910,Erencan Yardımcı,Türkiye,Forward,UNKNOWN,,,22,50111,56,3,0,0,8.36,33.25,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250123910.jpg
552,250198501,Anrie Chase,Japan,Defender,UNKNOWN,,,20,50107,56,3,0,0,8.01,33.48,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250198501.jpg
553,250101472,Timothy Weah,USA,Forward,STRIKER,,,24,50139,56,2,0,0,7.64,33.92,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101472.jpg
554,250014114,Ricardo Esgaio,Portugal,Defender,FULL_BACK,65.0,171.0,31,50149,56,1,0,0,6.46,30.65,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250014114.jpg
555,250193519,Kevin,Brazil,Midfielder,,,,21,52707,53,2,0,0,7.05,29.54,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250193519.jpg
556,250171045,Issa Kaboré,Burkina Faso,Defender,,,,23,50147,53,1,0,0,7.03,33.51,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250171045.jpg
557,250135615,James McAtee,England,Midfielder,UNKNOWN,,,22,52919,51,2,1,0,6.85,31.1,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250135615.jpg
558,250102901,Mama Baldé,Guinea-Bissau,Forward,UNKNOWN,,,28,2601306,51,2,0,1,6.62,34.74,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250102901.jpg
559,250117806,Fabian Rieder,Switzerland,Midfielder,ATTACKING_MIDFIELDER,,,22,50107,50,3,0,0,8.48,31.11,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250117806.jpg
560,250128385,Samuel Iling-Junior,England,Forward,UNKNOWN,,,21,52969,50,3,0,0,6.84,32.23,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250128385.jpg
561,250153701,Chemsdine Talbi,Belgium,Midfielder,UNKNOWN,,,19,50043,50,2,0,0,6.69,35.87,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153701.jpg
562,250176491,Vinicius Tobias,Brazil,Defender,UNKNOWN,,,20,52707,49,1,0,0,7.47,31.53,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250176491.jpg
563,250129735,Luka Stojković,Croatia,Midfielder,,,,21,50164,48,2,0,0,7.17,31.67,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250129735.jpg
564,250020850,Jonas Martin,France,Midfielder,UNKNOWN,78.0,184.0,34,2601306,47,2,0,0,6.59,27.61,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250020850.jpg
565,250174851,Gijs Smal,Netherlands,Defender,,,,27,52749,47,2,0,0,6.1,31.01,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250174851.jpg
566,250089209,Jan-Niklas Beste,Germany,Defender,UNKNOWN,,,25,50147,46,3,0,2,7.25,32.88,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250089209.jpg
567,250128222,Lassina Traoré,Burkina Faso,Forward,STRIKER,,,23,52707,45,3,0,0,6.95,32.06,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250128222.jpg
568,250198119,Anis Hadj Moussa,Algeria,Forward,,,,22,52749,45,2,0,0,6.02,32.82,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250198119.jpg
569,250136445,Javi Serrano,Spain,Midfielder,,,,21,50124,45,1,0,0,6.36,29.58,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250136445.jpg
570,250180309,John Mellberg,Sweden,Defender,UNKNOWN,,,18,50030,45,1,0,0,6,30.82,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250180309.jpg
571,250194557,Alaa Ghram,Tunisia,Defender,,,,23,52707,45,1,0,0,5.91,30.8,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250194557.jpg
572,250008901,Kevin De Bruyne,Belgium,Midfielder,ATTACKING_MIDFIELDER,68.0,181.0,33,52919,45,1,0,0,5.73,32.25,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250008901.jpg
573,250105681,Jakub Kiwior,Poland,Defender,UNKNOWN,,,24,52280,45,1,0,0,5.64,31.37,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250105681.jpg
574,250165236,Ousmane Toure,France,Defender,,,,19,75797,45,1,0,0,5.39,31.86,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250165236.jpg
575,250089276,Jens Odgaard,Denmark,Forward,UNKNOWN,,,25,52969,45,1,0,0,5.24,29.07,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250089276.jpg
576,1902445,Sven Ulreich,Germany,Goalkeeper,UNKNOWN,84.0,192.0,36,50037,45,1,0,0,2.79,22.43,https://img.uefa.com/imgml/TP/players/1/2025/324x324/1902445.jpg
577,250121972,Douglas Luiz,Brazil,Midfielder,UNKNOWN,,,26,50139,44,2,0,0,6.95,28.3,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250121972.jpg
578,50327423,Frenkie de Jong,Netherlands,Midfielder,CENTRAL_MIDFIELDER,68.0,178.0,27,50080,44,2,0,0,6.51,31.07,https://img.uefa.com/imgml/TP/players/1/2025/324x324/50327423.jpg
579,250041771,Leon Goretzka,Germany,Midfielder,CENTRAL_MIDFIELDER,79.0,189.0,29,50037,43,3,1,0,7.06,29.99,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250041771.jpg
580,250153634,Giuliano Simeone,Argentina,Forward,,,,21,50124,43,2,0,0,7.13,32.11,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153634.jpg
581,250124222,Maximilian Beier,Germany,Forward,STRIKER,,,22,52758,43,2,0,0,6.17,34.09,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250124222.jpg
582,250104089,Angel Gomes,England,Midfielder,CENTRAL_MIDFIELDER,,,24,75797,43,2,0,0,5.97,30.34,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250104089.jpg
583,250200298,Kamory Doumbia,Mali,Midfielder,UNKNOWN,,,21,2601306,42,3,0,0,7.35,28.81,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250200298.jpg
584,250172227,Julien Duranville,Belgium,Midfielder,UNKNOWN,,,18,52758,42,1,0,0,5.37,31.5,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250172227.jpg
585,250122746,Samuel Chukwueze,Nigeria,Forward,WINGER,,,25,50058,41,2,0,1,5.99,30.65,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250122746.jpg
586,250006998,Cristian Portu,Spain,Midfielder,WINGER,,,32,2602798,40,2,0,0,6.38,30.97,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250006998.jpg
587,250185976,Yáser Asprilla,Colombia,Midfielder,,,,20,2602798,40,2,0,0,5.47,33.16,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250185976.jpg
588,250161881,Arda Güler,Türkiye,Midfielder,UNKNOWN,,,19,50051,39,3,0,0,7.1,30.76,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250161881.jpg
589,250024795,Raheem Sterling,England,Midfielder,WINGER,69.0,170.0,29,52280,39,2,0,0,5.36,34.09,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250024795.jpg
590,250177333,Lorenzo Torriani,Italy,Goalkeeper,,,,19,50058,39,1,0,0,3.14,23.15,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177333.jpg
591,250183092,Nino Marcelli,Slovakia,Forward,,,,19,52797,38,3,0,0,5.23,31.79,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250183092.jpg
592,250132465,Darian Males,Switzerland,Midfielder,STRIKER,,,23,50031,38,2,0,0,6.57,31.13,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132465.jpg
593,250022869,Yussuf Poulsen,Denmark,Forward,STRIKER,78.0,193.0,30,2603790,36,3,0,0,7.32,31.54,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250022869.jpg
